id,phrase,polarityn,polarity,partofspeech,subjecttype,stemmed,polaritytype,personality,source
30927,unprecedented,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30928,unpredictable,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30929,unprepared,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30930,unpretentious,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
30931,unproductive,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30932,unprofitable,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30933,unqualified,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30934,unravel,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30935,unravel,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
30936,unraveled,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30937,unrealistic,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30938,unreasonable,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30939,unreasonably,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30940,unrelenting,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30941,unrelentingly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30942,unreliability,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30943,unreliability,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
30944,unreliable,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30945,unresolved,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30946,unrest,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
30947,unrestricted,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
30948,unruly,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30949,unsafe,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30950,unsatisfactory,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30951,unsavory,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30952,unscathed,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
30953,unscrupulous,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30954,unscrupulously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30955,unselfish,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
30956,unsettled,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30957,unsettlingly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30958,unskilled,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30959,unsophisticated,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30960,unsound,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30961,unspeakable,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30962,unspeakablely,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
30963,unspecified,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30964,unstable,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30965,unsteadily,-1,negative,adverb,weaksubj,False,priorpolarity,No,mpqa
30966,unsteadiness,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
30967,unsteady,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30968,unsuccessful,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30969,unsuccessfully,-1,negative,adverb,weaksubj,False,priorpolarity,No,mpqa
30970,unsupported,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30971,unsure,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30972,unsuspecting,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30973,unsustainable,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30974,untenable,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30975,untested,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
30976,unthinkable,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30977,unthinkably,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30978,untimely,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30979,untouched,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
30980,untrained,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
30981,untrue,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30982,untrustworthy,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30983,untruthful,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30984,unusual,-1,negative,anypos,weaksubj,False,priorpolarity,No,mpqa
30985,unusually,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30986,unwanted,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30987,unwarranted,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30988,unwelcome,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
30989,unwieldy,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30990,unwilling,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30991,unwillingly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
30992,unwillingness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
30993,unwise,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30994,unwisely,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
30995,unworkable,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30996,unworthy,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30997,unyielding,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
30998,upbeat,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
30999,upfront,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31000,upheaval,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31001,upheld,1,positive,verb,strongsubj,False,priorpolarity,No,mpqa
31002,uphold,1,positive,verb,strongsubj,False,priorpolarity,No,mpqa
31003,uplifting,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
31004,upliftment,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31005,upliftment,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31006,upright,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31007,uprising,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31008,uproar,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31009,uproarious,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31010,uproariously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31011,uproarous,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31012,uproarously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31013,upscale,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31014,upset,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31015,upsetting,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31016,upsettingly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31017,upside,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31018,upside,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31019,upward,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31020,urgency,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31021,urgency,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31022,urgent,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31023,urgent,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31024,urgently,-1,negative,adverb,weaksubj,False,priorpolarity,No,mpqa
31025,usable,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31026,useful,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31027,usefulness,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31028,useless,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31029,usurper,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31030,utilitarian,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31031,utmost,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31032,utter,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31033,utterances,0,neutral,adj,strongsubj,False,priorpolarity,No,mpqa
31034,utterances,0,neutral,noun,strongsubj,False,priorpolarity,No,mpqa
31035,utterly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31036,uttermost,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31037,vagrant,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31038,vague,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31039,vague,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31040,vagueness,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31041,vain,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31042,vainly,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31043,valiant,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31044,valiantly,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
31045,valid,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31046,validity,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31047,valor,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31048,valuable,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31049,values,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31050,values,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31051,vanity,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31052,vast,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31053,vastly,1,positive,adverb,weaksubj,False,priorpolarity,No,mpqa
31054,vastness,1,positive,adverb,weaksubj,False,priorpolarity,No,mpqa
31055,vehement,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31056,vehemently,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31057,venerable,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31058,venerably,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
31059,vengeance,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31060,vengeful,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31061,vengefully,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31062,vengefulness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31063,venom,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31064,venom,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31065,venomous,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31066,venomously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31067,vent,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31068,vent,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31069,verifiable,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31070,veritable,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31071,versatile,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31072,versatility,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31073,vestiges,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31074,vestiges,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31075,veto,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31076,veto,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31077,vexation,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31078,vexing,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31079,vexingly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31080,viable,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31081,viability,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31082,vibrant,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31083,vibrantly,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
31084,vice,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31085,vicious,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31086,viciously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31087,viciousness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31088,victorious,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31089,victory,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31090,victory,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31091,view,0,neutral,adj,strongsubj,False,priorpolarity,No,mpqa
31092,view,0,neutral,noun,strongsubj,False,priorpolarity,No,mpqa
31093,viewpoints,0,neutral,adj,strongsubj,False,priorpolarity,No,mpqa
31094,viewpoints,0,neutral,noun,strongsubj,False,priorpolarity,No,mpqa
31095,views,0,neutral,adj,strongsubj,False,priorpolarity,No,mpqa
31096,views,0,neutral,noun,strongsubj,False,priorpolarity,No,mpqa
31097,vigilance,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31098,vigilant,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31099,vigilant,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31100,vigorous,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31101,vigorously,1,positive,adverb,weaksubj,False,priorpolarity,No,mpqa
31102,vile,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31103,vileness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31104,villainous,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31105,villainously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31106,villains,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31107,villains,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31108,villian,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31109,villianous,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31110,villianously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31111,vindictive,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31112,vindictively,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31113,vindictiveness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31114,vintage,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31115,violation,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31116,violator,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31117,violator,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31118,violent,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31119,violently,-1,negative,adverb,weaksubj,False,priorpolarity,No,mpqa
31120,viper,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31121,virtue,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31122,virtuous,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31123,virtuously,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
31124,virulence,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31125,virulent,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31126,virulently,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31127,virus,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31128,virus,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31129,visionary,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31130,vital,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31131,vitality,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31132,vitality,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31133,vivacious,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31134,vivid,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31135,vocal,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
31136,vocal,0,neutral,noun,weaksubj,False,priorpolarity,No,mpqa
31137,vocally,-1,negative,adverb,weaksubj,False,priorpolarity,No,mpqa
31138,vociferous,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31139,vociferously,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31140,void,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31141,volatile,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31142,volatility,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31143,voluntarily,1,positive,adverb,weaksubj,False,priorpolarity,No,mpqa
31144,voluntary,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31145,vomit,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31146,vulgar,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31147,vulnerable,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31148,vulnerable,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31149,waning,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31150,waning,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31151,wanton,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31152,war,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31153,war,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31154,war-like,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31155,war-like,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31156,warfare,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31157,warlike,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31158,warm,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31159,warmhearted,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31160,warmly,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
31161,warmth,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31162,warning,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31163,warning,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31164,warped,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31165,wary,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31166,warily,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
31167,wariness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31168,waste,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31169,wasteful,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31170,wastefulness,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31171,watchdog,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31172,watchdog,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31173,wayward,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31174,weak,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31175,weakening,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31176,weakening,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31177,weakness,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31178,weakness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31179,weaknesses,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31180,weaknesses,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31181,wealthy,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31182,weariness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31183,wearisome,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31184,weary,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31185,weary,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31186,wedge,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31187,wedge,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31188,wee,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31189,weed,-1,negative,noun,weaksubj,False,priorpolarity,No,mpqa
31190,weird,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31191,weird,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31192,weirdly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
31193,welcome,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31194,welcome,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31195,welfare,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31196,welfare,1,positive,noun,weaksubj,False,priorpolarity,No,mpqa
31197,well,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31198,well,1,positive,adverb,weaksubj,False,priorpolarity,No,mpqa
31199,well-being,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31200,well-being,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31201,well-connected,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31202,well-educated,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31203,well-established,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31204,well-informed,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31205,well-intentioned,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31206,well-managed,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31207,well-positioned,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31208,well-publicized,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31209,well-received,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31210,well-regarded,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31211,well-run,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31212,well-wishers,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31213,well-wishers,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31214,wellbeing,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31215,wellbeing,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31216,whiff,0,neutral,adj,weaksubj,False,priorpolarity,No,mpqa
31217,whiff,0,neutral,noun,weaksubj,False,priorpolarity,No,mpqa
31218,whimsical,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31219,whips,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31220,whips,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31221,white,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31222,wholeheartedly,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
31223,wholesome,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31224,wicked,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31225,wickedly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31226,wickedness,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31227,wide,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31228,wide-open,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31229,wide-ranging,1,positive,adj,weaksubj,False,priorpolarity,No,mpqa
31230,widespread,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31231,wild,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31232,wildly,-1,negative,adverb,weaksubj,False,priorpolarity,No,mpqa
31233,wiles,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31234,will,0,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31235,will,0,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31236,willful,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31237,willfully,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31238,willing,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31239,willingness,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31240,willingness,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31241,wily,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31242,wink,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31243,wink,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31244,winnable,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31245,winnable,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31246,winners,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31247,winners,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31248,wisdom,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31249,wisdom,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31250,wise,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31251,wise,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31252,wisely,1,positive,adverb,strongsubj,False,priorpolarity,No,mpqa
31253,wish,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31254,wish,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31255,wishes,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31256,wishes,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31257,wishing,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31258,wishing,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31259,withheld,-1,negative,verb,weaksubj,False,priorpolarity,No,mpqa
31260,withhold,-1,negative,verb,weaksubj,False,priorpolarity,No,mpqa
31261,witty,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31262,woe,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31263,woebegone,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31264,woeful,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31265,woefully,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31266,wonderful,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31267,wonderfully,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
31268,wonderous,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31269,wonderously,1,positive,anypos,strongsubj,False,priorpolarity,No,mpqa
31270,workable,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31271,world-famous,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31272,worn,-1,negative,adj,weaksubj,False,priorpolarity,No,mpqa
31273,worried,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31274,worriedly,-1,negative,adverb,strongsubj,False,priorpolarity,No,mpqa
31275,worrier,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31276,worries,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31277,worries,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31278,worrisome,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31279,worry,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31280,worry,-1,negative,noun,strongsubj,False,priorpolarity,No,mpqa
31281,worryingly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31282,worse,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31283,worst,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31284,worth,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31285,worth,1,positive,noun,strongsubj,False,priorpolarity,No,mpqa
31286,worth-while,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31287,worthiness,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31288,worthless,-1,negative,adj,strongsubj,False,priorpolarity,No,mpqa
31289,worthlessly,-1,negative,anypos,strongsubj,False,priorpolarity,No,mpqa
31290,worthlessness,-1,negative,noun,strongsubj,False,priorpolarity,Yes,mpqa
31291,worthwhile,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
31292,worthy,1,positive,adj,strongsubj,False,priorpolarity,No,mpqa
